doc_id,token_id,text,c_id,c_name
841,22,odzBlUp0pV,1,Trash
842,1,Eşini,1,Trash
842,2,keserle,1,Trash
842,3,öldüren,1,Trash
842,4,koca,1,Trash
842,5,her,1,Trash
842,6,şeyi,1,Trash
842,7,itiraf,1,Trash
842,8,etti,1,Trash
842,9,PsN5RKKK9u,1,Trash
842,10,QQ0BRy9B5H,1,Trash
843,1,Onları,1,Trash
843,2,toplayabilmek,1,Trash
843,3,için,1,Trash
843,4,ayılarla,1,Trash
843,5,yarışıyorlar,1,Trash
843,6,1WPvdwKyo4,1,Trash
843,7,LsH7hqfqUP,1,Trash
844,1,Cumhurbaşkanı,8,Job
844,2,Erdoğan,3,Name
844,3,dan,1,Trash
844,4,Kudüs,9,Place
844,5,için,1,Trash
844,6,telefon,1,Trash
844,7,diplomasisi,1,Trash
844,8,AxMqko6Y1j,1,Trash
844,9,5Kx1mj01oE,1,Trash
845,1,Görenler,1,Trash
845,2,çok,1,Trash
845,3,şaşırıyor,1,Trash
845,4,Bu,1,Trash
845,5,ekmeğin,1,Trash
845,6,tanesi,1,Trash
845,7,80,1,Trash
845,8,TL,1,Trash
845,9,lM6Yj0Di1o,1,Trash
845,10,i3GIq6H4FS,1,Trash
846,1,Her,1,Trash
846,2,şey,1,Trash
846,3,dahil,1,Trash
846,4,sistemini,1,Trash
846,5,yanlış,1,Trash
846,6,anladı,1,Trash
846,7,Bavulundan,1,Trash
846,8,öyle,1,Trash
846,9,şeyler,1,Trash
846,10,çıktı,1,Trash
846,11,ki,1,Trash
846,12,I6UGWsJrVj,1,Trash
846,13,xftx0OclMk,1,Trash
847,1,ABD,9,Place
847,2,den,1,Trash
847,3,sonra,1,Trash
847,4,bir,1,Trash
847,5,ülke,1,Trash
847,6,daha,1,Trash
847,7,Kudüs,9,Place
847,8,te,1,Trash
847,9,büyükelçilik,8,Job
847,10,açtı,1,Trash
847,11,0U6FZhBV8e,1,Trash
847,12,SaMsVKnUc4,1,Trash
848,1,En,1,Trash
848,2,yüksek,1,Trash
848,3,hacimli,1,Trash
848,4,ilk,1,Trash
848,5,100,1,Trash
848,6,kripto,1,Trash
848,7,paradan,1,Trash
848,8,93,1,Trash
848,9,ü,1,Trash
848,10,düştü,1,Trash
848,11,İşte,1,Trash
848,12,düşüş,1,Trash
848,13,oranları,1,Trash
848,14,fA5sibkT0n,1,Trash
848,15,UlLW1G2uaJ,1,Trash
849,1,Eski,1,Trash
849,2,sevgilisine,1,Trash
849,3,dava,1,Trash
849,4,açtı,1,Trash
849,5,Köpek,1,Trash
849,6,kimde,1,Trash
849,7,kalacak,1,Trash
849,8,ymbD6PJhG6,1,Trash
849,9,BgzIZA22aO,1,Trash
850,1,Saplantılı,1,Trash
850,2,hayranı,1,Trash
850,3,korkuttu,1,Trash
850,4,12,1,Trash
850,5,saat,1,Trash
850,6,evinde,1,Trash
850,7,kaldı,1,Trash
850,8,R7tfGPMh5d,1,Trash
850,9,0s68VXw8CN,1,Trash
851,1,İstanbul,9,Place
851,2,Boğazı,9,Place
851,3,na,1,Trash
851,4,EDS,1,Trash
851,5,geliyor,1,Trash
851,6,nfk3d2lOyU,1,Trash
851,7,8yZStqWjDS,1,Trash
852,1,Whatsapp,1,Trash
852,2,bu,1,Trash
852,3,sabah,1,Trash
852,4,değişti,1,Trash
852,5,yHS5LehDnt,1,Trash
852,6,dW9myYqBVM,1,Trash
853,1,Hindistan,9,Place
853,2,da,1,Trash
853,3,üst,1,Trash
853,4,geçit,1,Trash
853,5,çöktü,1,Trash
853,6,18,1,Trash
853,7,ölü,1,Trash
853,8,syBwYGG1AX,1,Trash
853,9,ZTG85tYmcx,1,Trash
854,1,7,5,Date
854,2,Mayıs,5,Date
854,3,ta,1,Trash
854,4,beyin,1,Trash
854,5,ölümü,1,Trash
854,6,gerçekleşen,1,Trash
854,7,Salih,3,Name
854,8,Mirzabeyoğlu,3,Name
854,9,vefat,1,Trash
854,10,etti,1,Trash
854,11,wuYfKiDco8,1,Trash
854,12,lRXmFrg8ip,1,Trash
855,1,Endonezya,3,Name
855,2,da,1,Trash
855,3,polis,1,Trash
855,4,merkezine,1,Trash
855,5,bıçaklı,1,Trash
855,6,saldırı,1,Trash
855,7,mvOwlgeTQ1,1,Trash
855,8,xZ2K7PvVnV,1,Trash
856,1,Merkez,6,Company
856,2,Bankası,6,Company
856,3,ndan,1,Trash
856,4,dolardaki,1,Trash
856,5,harekete,1,Trash
856,6,ilişkin,1,Trash
856,7,açıklama,1,Trash
856,8,W8awZdoEJA,1,Trash
856,9,NMo2Zz9BpL,1,Trash
857,1,Sabah,1,Trash
857,2,saatlerinde,1,Trash
857,3,gözaltına,1,Trash
857,4,alınan,1,Trash
857,5,Barış,3,Name
857,6,Atay,3,Name
857,7,adliyeye,1,Trash
857,8,sevk,1,Trash
857,9,edildi,1,Trash
857,10,2s0sOF5gKt,1,Trash
857,11,DVR0wNs52g,1,Trash
858,1,DEAŞ,1,Trash
858,2,ın,1,Trash
858,3,füzecisi,1,Trash
858,4,Adana,9,Place
858,5,da,1,Trash
858,6,atık,1,Trash
858,7,toplarken,1,Trash
858,8,yakalandı,1,Trash
858,9,2swbGZcaji,1,Trash
858,10,MIwq8IOLRs,1,Trash
859,1,Anne,3,Name
859,2,Frank,3,Name
859,3,ın,1,Trash
859,4,günlüğünde,1,Trash
859,5,iki,1,Trash
859,6,yeni,1,Trash
859,7,sayfa,1,Trash
859,8,bulundu,1,Trash
859,9,Cinsel,1,Trash
859,10,içerikli,1,Trash
859,11,fıkralar,1,Trash
859,12,yer,1,Trash
859,13,alıyor,1,Trash
859,14,GKpfMOb1vx,1,Trash
859,15,7oxOovLpYk,1,Trash
860,1,Polisten,8,Job
860,2,kaçan,1,Trash
860,3,çıplak,1,Trash
860,4,çete,1,Trash
860,5,üyesi,1,Trash
860,6,camdan,1,Trash
860,7,düştü,1,Trash
860,8,ehxtIlD0P7,1,Trash
860,9,Kkg3ydVNyw,1,Trash
861,1,BBC,6,Company
861,2,Trump,3,Name
861,3,müttefiklerini,1,Trash
861,4,şaşkına,1,Trash
861,5,çevirdi,1,Trash
861,6,eXz2MHPe9y,1,Trash
861,7,t0k7xr0z8w,1,Trash
862,1,Başbakan,8,Job
862,2,Yardımcısı,8,Job
862,3,Recep,3,Name
862,4,Akdağ,3,Name
862,5,İsrail,9,Place
862,6,Mısır,9,Place
862,7,yaralıları,1,Trash
862,8,taşıyacak,1,Trash
862,9,uçağa,1,Trash
862,10,izin,1,Trash
862,11,vermedi,1,Trash
862,12,qF5sBzEuFe,1,Trash
862,13,XumGN85n2n,1,Trash
863,1,İETT,6,Company
863,2,den,1,Trash
863,3,Ramazan,2,Event/Activity
863,4,a,1,Trash
863,5,özel,1,Trash
863,6,otobüs,1,Trash
863,7,hatları,1,Trash
863,8,rtfLkLoDAx,1,Trash
863,9,KATgccPDU8,1,Trash
864,1,Almanya,9,Place
864,2,daki,1,Trash
864,3,gelin,1,Trash
864,4,Diyarbakır,9,Place
864,5,daki,1,Trash
864,6,düğününe,1,Trash
864,7,görüntülü,1,Trash
864,8,katıldı,1,Trash
864,9,yAW0GtjzkV,1,Trash
864,10,RZglHhEtrI,1,Trash
865,1,TürkiyeninNabzı,1,Trash
865,2,nda,1,Trash
865,3,bu,1,Trash
865,4,akşam,1,Trash
865,5,21,1,Trash
865,6,0,1,Trash
865,7,de,1,Trash
865,8,arslandidem,11,ID
865,9,konukları,1,Trash
865,10,gunaydingokhan,11,ID
865,11,yhacisalihoglu,11,ID
865,12,Prof,8,Job
865,13,Dr,8,Job
865,14,Fuat,3,Name
865,15,Keyman,3,Name
865,16,hby34,1,Trash
865,17,Doç,8,Job
865,18,Dr,8,Job
865,19,Barış,3,Name
865,20,Doster,3,Name
865,21,mervesebnem,11,ID
865,22,soffkVHcA7,1,Trash
866,1,Oruç,1,Trash
866,2,metabolizmanızı,1,Trash
866,3,yavaşlatmasın,1,Trash
866,4,İftardan,1,Trash
866,5,sonra,1,Trash
866,6,ulm4OG4R52,1,Trash
866,7,og3GOqOQzX,1,Trash
867,1,Okul,1,Trash
867,2,bahçesinde,1,Trash
867,3,yolcu,1,Trash
867,4,uçağı,1,Trash
867,5,sWk8pwMof1,1,Trash
867,6,TIawKbfC9I,1,Trash
868,1,Anadolu,6,Company
868,2,Farm,6,Company
868,3,firmasına,6,Company
868,4,üye,1,Trash
868,5,topladığı,1,Trash
868,6,ileri,1,Trash
868,7,sürülen,1,Trash
868,8,şüpheli,1,Trash
868,9,gözaltına,1,Trash
868,10,alındı,1,Trash
868,11,vny6DXOtdZ,1,Trash
868,12,QH6lsZKzGT,1,Trash
869,1,SICAKGELİŞME,1,Trash
869,2,CUMHURBAŞKANI,8,Job
869,3,ERDOĞAN,3,Name
869,4,FİLİSTİN,9,Place
869,5,DEKİ,1,Trash
869,6,SON,1,Trash
869,7,GELİŞMELERLE,1,Trash
869,8,İLGİLİ,1,Trash
869,9,ALMANYA,9,Place
869,10,BAŞBAKANI,8,Job
869,11,MERKEL,3,Name
869,12,LE,1,Trash
869,13,TELEFONDA,1,Trash
869,14,GÖRÜŞTÜ,1,Trash
870,1,Kürdan,1,Trash
870,2,ağırlığında,1,Trash
870,3,robot,1,Trash
870,4,böcek,1,Trash
870,5,üretildi,1,Trash
870,6,mQ1vvm82r2,1,Trash
870,7,BghePP1moK,1,Trash
871,1,Büyükelçi,8,Job
871,2,gitti,1,Trash
871,3,başkonsolosa,8,Job
871,4,da,1,Trash
871,5,yol,1,Trash
871,6,göründü,1,Trash
871,7,1TJYUHQqbA,1,Trash
871,8,uBEtw42ZEj,1,Trash
872,1,Baklavacılar,8,Job
872,2,isyan,1,Trash
872,3,etti,1,Trash
872,4,Bir,1,Trash
872,5,şartla,1,Trash
872,6,baklava,1,Trash
872,7,yaparız,1,Trash
872,8,3Yvd36aPnx,1,Trash
872,9,J17Mmlasno,1,Trash
873,1,Futbolculara,8,Job
873,2,dayak,1,Trash
873,3,Taraftarlar,1,Trash
873,4,antrenmanı,1,Trash
873,5,bastı,1,Trash
873,6,4G6fRLhIPK,1,Trash
873,7,4k9EvgIAGF,1,Trash
874,1,SICAKGELİŞME,1,Trash
874,2,TÜRK,6,Company
874,3,SİLAHLI,6,Company
874,4,KUVVETLERİ,6,Company
874,5,İDLİB,9,Place
874,6,DE,1,Trash
874,7,12,9,Place
874,8,NCİ,1,Trash
874,9,ATEŞKES,9,Place
874,10,GÖZLEM,9,Place
874,11,NOKTASININ,9,Place
874,12,DA,1,Trash
874,13,KURULDUĞUNU,1,Trash
874,14,DUYURDU,1,Trash
875,1,Güneşin,1,Trash
875,2,erittiği,1,Trash
875,3,kadın,1,Trash
875,4,organlarını,1,Trash
875,5,bir,1,Trash
875,6,bir,1,Trash
875,7,kaybediyor,1,Trash
875,8,91LzQ0l2sw,1,Trash
875,9,DADXD0CArY,1,Trash
876,1,Avukat,8,Job
876,2,FETÖ,1,Trash
876,3,propagandası,1,Trash
876,4,ndan,1,Trash
876,5,tutuklandı,1,Trash
876,6,yWiDLYaOCY,1,Trash
876,7,oFtPVAOM5N,1,Trash
877,1,Türkiye,1,Trash
877,2,de,1,Trash
877,3,gençlerin,1,Trash
877,4,ne,1,Trash
877,5,kadarı,1,Trash
877,6,mutlu,1,Trash
877,7,W8eRRXCNKH,1,Trash
877,8,1Rfw9T26LG,1,Trash
878,1,Uzmanlar,1,Trash
878,2,uyardı,1,Trash
878,3,Bugünden,1,Trash
878,4,itibaren,1,Trash
878,5,Türkiye,8,Job
878,6,çöl,1,Trash
878,7,tozu,1,Trash
878,8,etkisinde,1,Trash
878,9,kalacak,1,Trash
878,10,nVRWB3sfhy,1,Trash
878,11,LsHVcso3Jl,1,Trash
879,1,Arap,6,Company
879,2,Birliği,6,Company
879,3,Kudüs,8,Job
879,4,için,1,Trash
879,5,olağanüstü,1,Trash
879,6,toplandı,1,Trash
879,7,UMN3gxG6sn,1,Trash
879,8,O8Lbcs6WlL,1,Trash
880,1,FETÖ,1,Trash
880,2,ye,1,Trash
880,3,ankesörlü,1,Trash
880,4,telefon,1,Trash
880,5,operasyonu,2,Event/Activity
880,6,IknGWJQAG1,1,Trash
880,7,ByWzWNLJAg,1,Trash
881,1,Beşiktaş,6,Company
881,2,Trabzonspor,6,Company
881,3,Sosa,3,Name
881,4,için,1,Trash
881,5,rotayı,1,Trash
881,6,çizdi,1,Trash
881,7,Takas,1,Trash
881,8,formülü,1,Trash
881,9,gtK5VaABMx,1,Trash
881,10,OMwG6XbRFu,1,Trash
882,1,Washington,8,Job
882,2,Büyükelçisi,8,Job
882,3,Kılıç,3,Name
882,4,Hükümetimiz,1,Trash
882,5,çağırdı,1,Trash
882,6,geldik,1,Trash
882,7,3aCRb9JZ4O,1,Trash
882,8,UjcqJA8Tvc,1,Trash
883,1,Felaket,1,Trash
883,2,filmleri,1,Trash
883,3,gibi,1,Trash
883,4,ABD,9,Place
883,5,yi,1,Trash
883,6,fırtına,1,Trash
883,7,vurdu,1,Trash
883,8,UpBIg3lWI4,1,Trash
883,9,MnHaDRBHgv,1,Trash
884,1,Kanada,8,Job
884,2,Başbakanı,8,Job
884,3,Trudeau,3,Name
884,4,dan,1,Trash
884,5,Ramazan,2,Event/Activity
884,6,mesajı,1,Trash
884,7,105FvdwWvc,1,Trash
884,8,0CSUw7vVVx,1,Trash
885,1,Kaçak,1,Trash
885,2,geçiş,1,Trash
885,3,indirimine,1,Trash
885,4,Avrasya,1,Trash
885,5,Tüneli,1,Trash
885,6,de,1,Trash
885,7,dahil,1,Trash
885,8,edildi,1,Trash
885,9,QOp9kLEYGQ,1,Trash
885,10,eIqIgMaAdy,1,Trash
886,1,Her,1,Trash
886,2,10,1,Trash
886,3,kişinin,1,Trash
886,4,3,1,Trash
886,5,ü,1,Trash
886,6,hipertansiyon,1,Trash
886,7,hastası,1,Trash
886,8,tLSKPZ2X7O,1,Trash
886,9,THWZ7Mijuw,1,Trash
887,1,Eşini,1,Trash
887,2,keserle,1,Trash
887,3,öldüren,1,Trash
887,4,koca,1,Trash
887,5,her,1,Trash
887,6,şeyi,1,Trash
887,7,itiraf,1,Trash
887,8,etti,1,Trash
887,9,PsN5RKKK9u,1,Trash
887,10,TmMPu9lb5d,1,Trash
888,1,Onları,1,Trash
888,2,toplayabilmek,1,Trash
888,3,için,1,Trash
888,4,ayılarla,1,Trash
888,5,yarışıyorlar,1,Trash
888,6,1WPvdwKyo4,1,Trash
888,7,qvA9mnjuHB,1,Trash
889,1,Görenler,1,Trash
889,2,çok,1,Trash
889,3,şaşırıyor,1,Trash
889,4,Bu,1,Trash
889,5,ekmeğin,1,Trash
889,6,tanesi,1,Trash
889,7,80,1,Trash
889,8,TL,1,Trash
889,9,lM6Yj0Di1o,1,Trash
889,10,hSQIjNTUwL,1,Trash
894,1,Eski,1,Trash
894,2,sevgilisine,1,Trash
894,3,dava,1,Trash
894,4,açtı,1,Trash
894,5,Köpek,1,Trash
894,6,kimde,1,Trash
894,7,kalacak,1,Trash
894,8,ymbD6PJhG6,1,Trash
894,9,JYvavrZJQF,1,Trash
895,1,Saplantılı,1,Trash
895,2,hayranı,1,Trash
895,3,korkuttu,1,Trash
895,4,12,1,Trash
895,5,saat,1,Trash
895,6,evinde,9,Place
895,7,kaldı,1,Trash
895,8,R7tfGPMh5d,1,Trash
895,9,og1jj7cEeA,1,Trash
896,1,İstanbul,9,Place
896,2,Boğazı,9,Place
896,3,na,1,Trash
896,4,EDS,1,Trash
896,5,geliyor,1,Trash
896,6,nfk3d2lOyU,1,Trash
896,7,JE29RFD8P0,1,Trash
897,1,Whatsapp,6,Company
897,2,bu,1,Trash
897,3,sabah,1,Trash
897,4,değişti,1,Trash
897,5,yHS5LehDnt,1,Trash
897,6,W0YFIx5NGa,1,Trash
898,1,O,1,Trash
898,2,hattın,1,Trash
898,3,metrosu,1,Trash
898,4,da,1,Trash
898,5,sürücüsüz,1,Trash
898,6,olacak,1,Trash
898,7,f2se4YUl0L,1,Trash
898,8,cGkNCAV1m5,1,Trash
899,1,Bir,1,Trash
899,2,kadın,1,Trash
899,3,cinayetinin,1,Trash
899,4,anatomisi,1,Trash
899,5,Bir,1,Trash
899,6,anlık,1,Trash
899,7,öfke,1,Trash
899,8,değil,1,Trash
899,9,planlı,1,Trash
899,10,töre,1,Trash
899,11,cinayeti,1,Trash
899,12,j6hmA3nnWJ,1,Trash
899,13,TjSD4KUNMA,1,Trash
900,1,Hindistan,9,Place
900,2,da,1,Trash
900,3,üst,1,Trash
900,4,geçit,1,Trash
900,5,çöktü,1,Trash
900,6,18,1,Trash
900,7,ölü,1,Trash
900,8,syBwYGG1AX,1,Trash
900,9,mgGSfnYELc,1,Trash
901,1,Seren,3,Name
901,2,Serengil,3,Name
901,3,eski,1,Trash
901,4,sevgilisiyle,1,Trash
901,5,Yaşar,3,Name
901,6,İpek,3,Name
901,7,arasında,1,Trash
901,8,kıskançlık,1,Trash
901,9,davası,1,Trash
901,10,xeYfuMMClY,1,Trash
901,11,KOhVYctqaV,1,Trash
902,1,Mısır,9,Place
902,2,Çarşısı,9,Place
902,3,nın,1,Trash
902,4,çifte,1,Trash
902,5,dervişi,1,Trash
902,6,geri,1,Trash
902,7,döndü,1,Trash
902,8,A5b6S7Jffh,1,Trash
902,9,u9pwYKe8Ag,1,Trash
903,1,7,5,Date
903,2,Mayıs,5,Date
903,3,ta,1,Trash
903,4,beyin,1,Trash
903,5,ölümü,1,Trash
903,6,gerçekleşen,1,Trash
903,7,Salih,3,Name
