doc_id,token_id,text,c_id,c_name
940,2,Serengil,3,Name
940,5,Yaşar,3,Name
940,6,İpek,3,Name
941,1,Mısır,9,Place
941,2,Çarşısı,9,Place
942,1,Endonezya,9,Place
942,3,polis,6,Company
942,4,merkezine,6,Company
943,1,İsmailağa,6,Company
943,2,Cemaati,6,Company
944,1,ABD,9,Place
944,5,Türkiye,9,Place
945,1,İstanbul,9,Place
947,3,24,5,Date
947,4,Haziran,5,Date
948,2,Barış,3,Name
948,3,Atay,3,Name
949,4,Adana,9,Place
951,1,Dünyadaki,9,Place
951,3,ülkeleri,9,Place
952,1,Dışişleri,6,Company
952,3,İsrail,9,Place
952,4,İstanbul,9,Place
952,5,Başkonsolosu,8,Job
952,7,Ülkene,9,Place
953,1,Nobel,2,Event/Activity
953,2,ödüllü,2,Event/Activity
953,3,bilim,8,Job
953,4,insanı,8,Job
954,3,DIŞİŞLERİ,6,Company
954,4,İSRAİL,9,Place
954,6,İSTANBUL,9,Place
954,7,BAŞKONSOLOSUNUN,8,Job
954,8,ÜLKESİNE,9,Place
955,3,rallici,8,Job
955,6,pilotu,8,Job
956,3,kampanyası,2,Event/Activity
957,1,Atatürk,6,Company
957,2,Lisesi,6,Company
959,5,Elias,3,Name
960,1,Sokak,8,Job
960,2,sanatçısından,8,Job
961,1,Şubat,5,Date
962,1,Noterlerde,6,Company
963,1,Öğretmenlerden,8,Job
964,1,Erzurum,4,Address
964,4,Dağdan,9,Place
965,1,Okulda,9,Place
966,1,Yozgat,4,Address
968,1,Sivas,9,Place
969,1,Okan,3,Name
969,2,Bayülgen,3,Name
969,4,tiyatro,2,Event/Activity
969,5,oyunlarına,2,Event/Activity
971,1,Atatürk,6,Company
971,2,Havalimanı,6,Company
972,1,Mardin,4,Address
973,1,İstanbul,9,Place
976,1,Kılıçdaroğlu,3,Name
977,1,İnce,3,Name
977,5,Passolig,6,Company
978,1,Cumhurbaşkanı,8,Job
978,2,Erdoğan,3,Name
978,4,24,5,Date
978,5,Haziran,5,Date
979,1,Yıldırım,3,Name
979,3,İnce,3,Name
980,1,CHP,6,Company
981,3,ABD,9,Place
981,7,Türkiye,9,Place
983,2,Cumhurbaşkanı,8,Job
983,3,Recep,3,Name
983,4,Tayyip,3,Name
983,5,Erdoğan,3,Name
983,6,Suudi,9,Place
983,7,Arabistan,9,Place
983,8,Kralı,8,Job
983,9,Selman,3,Name
983,10,bin,3,Name
983,11,Abdülaziz,3,Name
983,12,Al,3,Name
983,13,Suud,3,Name
983,18,Filistin,9,Place
984,1,EPDK,6,Company
985,1,Tayvan,9,Place
986,1,Atatürk,9,Place
986,2,Havalimanı,9,Place
987,3,afsinyurdakul,11,ID
987,5,Ahmet_K_Han,11,ID
987,7,ersoyakif1,11,ID
987,9,ilterturan9,11,ID
987,10,cetiner_cetin,11,ID
988,1,ÖSYM,6,Company
988,3,KPSS,2,Event/Activity
989,2,ülkede,9,Place
990,1,Şubat,5,Date
991,1,Donald,3,Name
991,2,Trump,3,Name
992,1,Öğretmenlerden,8,Job
993,1,Çanakkale,4,Address
994,1,Erdoğan,3,Name
994,3,May,3,Name
996,3,afsinyurdakul,11,ID
996,5,Ahmet_K_Han,11,ID
996,7,ersoyakif1,11,ID
996,9,ilterturan9,11,ID
996,10,cetiner_cetin,11,ID
997,1,Dadı,8,Job
997,6,Mahkeme,6,Company
999,1,İstanbul,9,Place
1001,4,Robot,3,Name
1001,5,Elias,3,Name
1001,6,Türkiye,9,Place
1002,1,TekeTek,6,Company
1002,3,FatihAltayli,11,ID
1002,8,Erdinç,3,Name
1002,9,Yazıcı,3,Name
1002,10,murat_somer,11,ID
1002,11,Elif,3,Name
1002,12,Dördüncü,3,Name
1002,14,mustafasenbd,11,ID
1003,1,Atatürk,9,Place
1003,2,Havalimanı,9,Place
1005,3,24,5,Date
1005,4,Haziran,5,Date
1006,1,Sivas,9,Place
1007,1,TekeTek,6,Company
1007,3,FatihAltayli,11,ID
1007,8,Erdinç,3,Name
1007,9,Yazıcı,3,Name
1007,10,murat_somer,11,ID
1007,11,Elif,3,Name
1007,12,Dördüncü,3,Name
1007,13,Aydemir,3,Name
1007,14,mustafasenbd,11,ID
1008,1,Kılıçdaroğlu,3,Name
1010,1,Dünyadaki,9,Place
1010,3,ülkeleri,9,Place
1011,3,rallici,8,Job
1011,6,pilotu,8,Job
1012,1,İnce,3,Name
1012,5,Passolig,6,Company
1013,1,Atatürk,6,Company
1013,2,Lisesi,6,Company
1015,1,İsrail,9,Place
1015,2,Ankara,9,Place
1015,3,Büyükelçisi,8,Job
1015,4,Dışişleri,6,Company
1015,5,Bakanlığı,6,Company
1015,8,Ülkenize,9,Place
1017,1,Yozgat,4,Address
1018,1,Sokak,8,Job
1018,2,sanatçısından,8,Job
1019,1,TekeTek,6,Company
1019,5,20,5,Date
1019,6,00,5,Date
1019,8,FatihAltayli,11,ID
1019,13,Erdinç,3,Name
1019,14,Yazıcı,3,Name
1019,15,murat_somer,11,ID
1019,16,Elif,3,Name
1019,17,Dördüncü,3,Name
1019,18,Aydemir,3,Name
1019,19,mustafasenbd,11,ID
1020,5,Devlete,6,Company
1021,1,NedirNeDeğildir,6,Company
1021,3,afsinyurdakul,11,ID
1021,5,Ahmet_K_Han,11,ID
1021,6,Arastirma,11,ID
1021,7,ersoyakif1,11,ID
1021,9,ilterturan9,11,ID
1021,10,cetiner_cetin,11,ID
1022,1,Noterlerde,6,Company
1024,1,Nobel,2,Event/Activity
1024,2,ödüllü,2,Event/Activity
1024,3,bilim,8,Job
1024,4,insanı,8,Job
1024,5,Oruç,2,Event/Activity
1025,1,Tayvan,9,Place
1026,1,Öğretmenlerden,8,Job
1027,1,Demirtaş,3,Name
1028,1,Atatürk,9,Place
1028,2,Havalimanı,9,Place
1030,1,Çanakkale,4,Address
1031,3,ABD,9,Place
1031,7,Türkiye,9,Place
1032,1,Cumhurbaşkanı,8,Job
1032,2,Erdoğan,3,Name
1032,4,24,5,Date
1032,5,Haziran,5,Date
1033,1,ÖSYM,6,Company
1033,3,KPSS,2,Event/Activity
1036,3,ERDOĞAN,3,Name
1036,5,NETANYAHU,3,Name
1036,8,ERDOĞAN,3,Name
1037,3,KUDÜS,9,Place
1037,4,KATLİAMINA,2,Event/Activity
1037,6,ERDOĞAN,3,Name
1037,7,NETANYAHU,3,Name
1037,9,TÜRKİYE,9,Place
1038,2,KUDÜS,9,Place
1038,3,KATLİAMINA,2,Event/Activity
1038,5,Cumhurbaşkanı,8,Job
1038,6,Erdoğan,3,Name
1038,7,Netanyahu,3,Name
1038,9,Türkiye,9,Place
1038,13,Netanyahu,3,Name
1039,2,ülkede,9,Place
1040,1,Yıldırım,3,Name
1040,3,İnce,3,Name
1041,7,sahura,2,Event/Activity
1042,1,İstanbul,4,Address
1042,3,DEAŞ,2,Event/Activity
1042,4,operasyonu,2,Event/Activity
1043,1,Dadı,8,Job
1043,6,Mahkeme,6,Company
1044,1,EPDK,6,Company
