,DocID,TokenID,Token,StrtCpt,AllCpt,CptRatio,Length,VwlRatio,NoVwl,NoCns,NoDigit,DigitRatio,NoNonAlpha,NonAlphaRatio,AllCns,Hashtag,Mention,AllDigit,PrevToken,PrevStrtCpt,PrevAllCpt,PrevCptRatio,PrevLength,PrevVwlRatio,PrevNoVwl,PrevNoCns,PrevNoDigit,PrevDigitRatio,PrevNoNonAlpha,PrevNonAlphaRatio,PrevAllCns,PrevHashtag,PrevMention,PrevAllDigit,NextToken,NextStrtCpt,NextAllCpt,NextCptRatio,NextLength,NextVwlRatio,NextNoVwl,NextNoCns,NextNoDigit,NextDigitRatio,NextNoNonAlpha,NextNonAlphaRatio,NextAllCns,NextHashtag,NextMention,NextAllDigit,Targets
30,6,1,Emine,True,False,0.2,5,0.6,3,2,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Erdoğan,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Name
31,6,2,Erdoğan,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Emine,True,False,0.2,5,0.6,3,2,0,0.0,0,0.0,False,False,False,False,Canan,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,Name
32,6,3,Canan,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,Erdoğan,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Karatay,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Name
33,6,4,Karatay,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Canan,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Name
34,6,6,kabul,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,etti,False,False,0.0,4,0.5,2,2,0,0.0,0,0.0,False,False,False,False,Event/Activity
35,6,7,etti,False,False,0.0,4,0.5,2,2,0,0.0,0,0.0,False,False,False,False,kabul,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Event/Activity
36,7,7,döndürdü,False,False,0.0,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Geçirdikleri,True,False,0.08333333333333333,12,0.4166666666666667,5,7,0,0.0,0,0.0,False,False,False,False,Event/Activity
37,7,8,Geçirdikleri,True,False,0.08333333333333333,12,0.4166666666666667,5,7,0,0.0,0,0.0,False,False,False,False,döndürdü,False,False,0.0,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Event/Activity
38,7,13,kaybettikten,False,False,0.0,12,0.3333333333333333,4,8,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Address
39,7,17,geçiren,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Denizlili,True,False,0.1111111111111111,9,0.4444444444444444,4,5,0,0.0,0,0.0,False,False,False,False,Event/Activity
40,7,18,Denizlili,True,False,0.1111111111111111,9,0.4444444444444444,4,5,0,0.0,0,0.0,False,False,False,False,geçiren,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Address
41,7,25,yüzme,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event/Activity
42,7,28,gurur,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,duyuyor,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Event/Activity
43,7,29,duyuyor,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,gurur,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Event/Activity
44,8,1,15,False,False,0.0,2,0.0,0,0,2,1.0,0,0.0,False,False,False,True,,,,,,,,,,,,,,,,,Temmuz,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,Date
45,8,2,Temmuz,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,15,False,False,0.0,2,0.0,0,0,2,1.0,0,0.0,False,False,False,True,,,,,,,,,,,,,,,,,Date
46,8,4,Arslan,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Askerlere,True,False,0.1111111111111111,9,0.4444444444444444,4,5,0,0.0,0,0.0,False,False,False,False,Name
47,8,5,Askerlere,True,False,0.1111111111111111,9,0.4444444444444444,4,5,0,0.0,0,0.0,False,False,False,False,Arslan,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,yapmayın,False,False,0.0,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,Job
48,8,6,yapmayın,False,False,0.0,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,Askerlere,True,False,0.1111111111111111,9,0.4444444444444444,4,5,0,0.0,0,0.0,False,False,False,False,etmeyin,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Event/Activity
49,8,7,etmeyin,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,yapmayın,False,False,0.0,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,dedik,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,Event/Activity
50,8,8,dedik,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,etmeyin,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Askerler,True,False,0.125,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,Event/Activity
51,8,9,Askerler,True,False,0.125,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,dedik,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Job
52,8,12,ettiler,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event/Activity
53,8,16,sıkmakla,False,False,0.0,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event/Activity
54,8,19,korkutamazsınız,False,False,0.0,15,0.4,6,9,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,dedik,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,Event/Activity
55,8,20,dedik,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,korkutamazsınız,False,False,0.0,15,0.4,6,9,0,0.0,0,0.0,False,False,False,False,Askerler,True,False,0.125,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,Event/Activity
56,8,21,Askerler,True,False,0.125,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,dedik,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Job
57,8,25,sıktılar,False,False,0.0,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event/Activity
58,9,1,AK,True,True,1.0,2,0.5,1,1,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Parti,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,Company
59,9,2,Parti,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,AK,True,True,1.0,2,0.5,1,1,0,0.0,0,0.0,False,False,False,False,Ankara,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,Company
60,9,3,Ankara,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,Parti,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,Milletvekili,True,False,0.08333333333333333,12,0.4166666666666667,5,7,0,0.0,0,0.0,False,False,False,False,Address
61,9,4,Milletvekili,True,False,0.08333333333333333,12,0.4166666666666667,5,7,0,0.0,0,0.0,False,False,False,False,Ankara,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,Arslan,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,Job
62,9,5,Arslan,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,Milletvekili,True,False,0.08333333333333333,12,0.4166666666666667,5,7,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Name
63,9,10,artıyor,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event/Activity
64,10,6,bağlandı,False,False,0.0,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event/Activity
65,10,13,konfeksiyon,False,False,0.0,11,0.36363636363636365,4,7,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,firmasında,False,False,0.0,10,0.4,4,6,0,0.0,0,0.0,False,False,False,False,Company
66,10,14,firmasında,False,False,0.0,10,0.4,4,6,0,0.0,0,0.0,False,False,False,False,konfeksiyon,False,False,0.0,11,0.36363636363636365,4,7,0,0.0,0,0.0,False,False,False,False,çalışmaya,False,False,0.0,9,0.4444444444444444,4,5,0,0.0,0,0.0,False,False,False,False,Company
67,10,15,çalışmaya,False,False,0.0,9,0.4444444444444444,4,5,0,0.0,0,0.0,False,False,False,False,firmasında,False,False,0.0,10,0.4,4,6,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Event/Activity
68,10,19,Pultaş,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,çalışma,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Name
69,10,20,çalışma,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Pultaş,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Event/Activity
70,10,25,oluyor,False,False,0.0,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event/Activity
71,11,3,bugün,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date
72,12,1,Idlib,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Address
73,13,1,ABD,True,True,1.0,3,0.3333333333333333,1,2,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Address
74,14,1,Afrin,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Address
75,14,6,@cengiztomar,False,False,0.0,12,0.3333333333333333,4,7,0,0.0,1,0.08333333333333333,False,False,True,False,,,,,,,,,,,,,,,,,Afrin,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,ID
76,14,7,Afrin,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,@cengiztomar,False,False,0.0,12,0.3333333333333333,4,7,0,0.0,1,0.08333333333333333,False,False,True,False,,,,,,,,,,,,,,,,,Address
77,14,11,Avrupa,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Place
78,14,16,propagandayı,False,False,0.0,12,0.4166666666666667,5,7,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,yazdı,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,Event/Activity
79,14,17,yazdı,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,propagandayı,False,False,0.0,12,0.4166666666666667,5,7,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Event/Activity
80,15,7,gördü,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event/Activity
81,16,1,Başbakan,True,False,0.125,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Yıldırım,True,False,0.125,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,Job
82,16,2,Yıldırım,True,False,0.125,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,Başbakan,True,False,0.125,8,0.375,3,5,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Name
83,16,4,yılda,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date
84,16,11,buluşturduk,False,False,0.0,11,0.36363636363636365,4,7,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event/Activity
85,17,1,Zuckerberg,True,False,0.1,10,0.3,3,7,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name
86,17,7,azaldı,False,False,0.0,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Facebook,True,False,0.125,8,0.5,4,4,0,0.0,0,0.0,False,False,False,False,Event/Activity
87,17,8,Facebook,True,False,0.125,8,0.5,4,4,0,0.0,0,0.0,False,False,False,False,azaldı,False,False,0.0,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Company
88,17,13,harekete,False,False,0.0,8,0.5,4,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,geçirdi,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Event/Activity
89,17,14,geçirdi,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,harekete,False,False,0.0,8,0.5,4,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Event/Activity
90,18,9,Aile,True,False,0.25,4,0.75,3,1,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Sosyal,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,Company
91,18,10,Sosyal,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,Aile,True,False,0.25,4,0.75,3,1,0,0.0,0,0.0,False,False,False,False,Politikalar,True,False,0.09090909090909091,11,0.45454545454545453,5,6,0,0.0,0,0.0,False,False,False,False,Company
92,18,11,Politikalar,True,False,0.09090909090909091,11,0.45454545454545453,5,6,0,0.0,0,0.0,False,False,False,False,Sosyal,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,Bakanlığı,True,False,0.1111111111111111,9,0.4444444444444444,4,5,0,0.0,0,0.0,False,False,False,False,Company
93,18,12,Bakanlığı,True,False,0.1111111111111111,9,0.4444444444444444,4,5,0,0.0,0,0.0,False,False,False,False,Politikalar,True,False,0.09090909090909091,11,0.45454545454545453,5,6,0,0.0,0,0.0,False,False,False,False,Ankara,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,Company
94,18,13,Ankara,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,Bakanlığı,True,False,0.1111111111111111,9,0.4444444444444444,4,5,0,0.0,0,0.0,False,False,False,False,İl,True,False,0.5,2,0.5,1,1,0,0.0,0,0.0,False,False,False,False,Job
95,18,14,İl,True,False,0.5,2,0.5,1,1,0,0.0,0,0.0,False,False,False,False,Ankara,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,Müdürü,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,Job
96,18,15,Müdürü,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,İl,True,False,0.5,2,0.5,1,1,0,0.0,0,0.0,False,False,False,False,Bestami,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Job
97,18,16,Bestami,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Müdürü,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,Erkoç,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,Name
98,18,17,Erkoç,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,Bestami,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,29,False,False,0.0,2,0.0,0,0,2,1.0,0,0.0,False,False,False,True,Name
99,18,18,29,False,False,0.0,2,0.0,0,0,2,1.0,0,0.0,False,False,False,True,Erkoç,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Date
100,18,23,Reyyan,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name
101,18,26,olduğu,False,False,0.0,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,19,False,False,0.0,2,0.0,0,0,2,1.0,0,0.0,False,False,False,True,Event/Activity
102,18,27,19,False,False,0.0,2,0.0,0,0,2,1.0,0,0.0,False,False,False,True,olduğu,False,False,0.0,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Contact
103,18,37,yaşıyor,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event/Activity
104,19,1,CHP,True,True,1.0,3,0.0,0,3,0,0.0,0,0.0,True,False,False,False,,,,,,,,,,,,,,,,,Sözcüsü,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Company
105,19,2,Sözcüsü,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,CHP,True,True,1.0,3,0.0,0,3,0,0.0,0,0.0,True,False,False,False,Tezcan,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,Job
106,19,3,Tezcan,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,Sözcüsü,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Name
107,19,8,gelecek,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,yaratmaktır,False,False,0.0,11,0.36363636363636365,4,7,0,0.0,0,0.0,False,False,False,False,Date
108,19,9,yaratmaktır,False,False,0.0,11,0.36363636363636365,4,7,0,0.0,0,0.0,False,False,False,False,gelecek,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Event/Activity
109,20,1,Cumhurbaşkanı,True,False,0.07692307692307693,13,0.38461538461538464,5,8,0,0.0,0,0.0,False,False,False,False,,,,,,,,,,,,,,,,,Erdoğan,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Job
110,20,2,Erdoğan,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Cumhurbaşkanı,True,False,0.07692307692307693,13,0.38461538461538464,5,8,0,0.0,0,0.0,False,False,False,False,Türkiye,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,Name
